,verse ref,verse id,family 1,family 2,ms 1,ms 2,transription 1,transription 2,normalized transription 1,normalized transription 2,length 1,length 2,length min,length max,length average,levenshtein,damerau_levenshtein,ratcliff_obershelp,jaro,nw_matches,nw_mismatches,nw_gaps,nw_gap_extensions
1084,John 18:21,26875,A,A,Sinai ar. 97 (A),NF14++ (A),لم تسالنى سل الذين سمعوا اى شى كلمتهم وهولا يعلموا ما قلت انا ⦿,لم تسالني سل الذين سمعوا اي شي كلمتهم وهولا يعلموا ما قلت انا ⦿,لم تسالنا سل الذين سمعوا اا شا كلمتهم وهولا يعلموا ما قلت انا,لم تسالنا سل الذين سمعوا اا شا كلمتهم وهولا يعلموا ما قلت انا,61,61,61,61,61.0,100.0,100.0,100.0,100.0,61,0,0,0
1085,John 18:22,26876,A,A,Sinai ar. 97 (A),NF14++ (A),فلما قال هذا لطمه احد الخدام كان واقف هناك وقال له هكذا تجيب راس الكهنه ⦿,فلما قال هذا لطمه احِد الخدام كان واقف هناك وقال هاكذا تجيب راس الكهنه ⦿,فلما قال هذا لطمه احد الخدام كان واقف هناك وقال له هكذا تجيب راس الكهنه,فلما قال هذا لطمه احد الخدام كان واقف هناك وقال هاكذا تجيب راس الكهنه,71,69,69,71,70.0,95.77464788732394,95.77464788732394,97.14285714285714,93.20649672402132,68,1,2,0
1086,John 18:23,26877,A,A,Sinai ar. 97 (A),NF14++ (A),وان يسوع قال له ان كنت بيس ما تكلمت فاشهد على البيس وان كنت نعما تكلمت فلماذا تضربنى ⦿,وان يسوع قال له ان كنت بيسما تكلمت فاشهد علي البيس وان كنت نعما تكلمت فلماذا تضربني ⦿,وان يسوع قال له ان كنت بيس ما تكلمت فاشهد علا البيس وان كنت نعما تكلمت فلماذا تضربنا,وان يسوع قال له ان كنت بيسما تكلمت فاشهد علا البيس وان كنت نعما تكلمت فلماذا تضربنا,84,83,83,84,83.5,98.80952380952381,98.80952380952381,99.40119760479041,89.36221074775293,83,0,1,0
1087,John 18:24,26878,A,A,Sinai ar. 97 (A),NF14++ (A),فبعث به حناس مربوط الى قيافا راس الكهنه ⦿,فبعث به حِناس مربوط الي قيافا راس الكهنه ⦿,فبعث به حناس مربوط الا قيافا راس الكهنه,فبعث به حناس مربوط الا قيافا راس الكهنه,39,39,39,39,39.0,100.0,100.0,100.0,100.0,39,0,0,0
1088,John 18:25,26879,A,A,Sinai ar. 97 (A),NF14++ (A),وكان سمعان بطرس قايم يتسخن ⦿ فقالوا له لعلك انت من تلاميذه انت ⦿ فكفر ذلك وقال لست انا ⦿,وكان سمعان بطرس قايم يتسخن فقالوا له لعلك وانت من تلاميذه انت ܀ فكفر ذلك وقال لست انا ⦿,وكان سمعان بطرس قايم يتسخن فقالوا له لعلك انت من تلاميذه انت فكفر ذلك وقال لست انا,وكان سمعان بطرس قايم يتسخن فقالوا له لعلك وانت من تلاميذه انت فكفر ذلك وقال لست انا,82,83,82,83,82.5,98.79518072289156,98.79518072289156,99.39393939393939,93.70408463120775,82,0,1,0
1089,John 18:26,26880,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فقال له واحد من عبيد راس الكهنه نسيب كان للذى قطع بطرس اذنه اليس انا رايتك فى البستان معه ⦿,فقال له واحد من عبيد راس الكهنه. نسيب كان للذي قطع بطرس اذنه. اليس انا رايتك فى البستان معه.,فقال له واحد من عبيد راس الكهنه نسيب كان للذا قطع بطرس اذنه اليس انا رايتك فا البستان معه,فقال له واحد من عبيد راس الكهنه نسيب كان للذا قطع بطرس اذنه اليس انا رايتك فا البستان معه,89,89,89,89,89.0,100.0,100.0,100.0,100.0,89,0,0,0
1090,John 18:27,26881,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فكفر ايضا بطرس وسوا صاح الديك,فكفر ايضا بطرس. وسوا صاح الديك.,فكفر ايضا بطرس وسوا صاح الديك,فكفر ايضا بطرس وسوا صاح الديك,29,29,29,29,29.0,100.0,100.0,100.0,100.0,29,0,0,0
1091,John 6:34,26360,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),قالوا له يا رب اعطينا من هذا الخبز فى كل حين,قالوا له يا رب اعطينا من هذا الخبز فى كل حين.,قالوا له يا رب اعطينا من هذا الخبز فا كل حين,قالوا له يا رب اعطينا من هذا الخبز فا كل حين,44,44,44,44,44.0,100.0,100.0,100.0,100.0,44,0,0,0
1092,John 6:35,26361,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فقال لهم يسوع انا هو خبز الحياه الذى ياتى الى لا يجوع والذى يومن بي لا يعطش ابدا,فقال لهم يسوع انا هو خبز الحياه الذي ياتي الي لا يجوع. والذي يومن بي لا يعطش ابدا.,فقال لهم يسوع انا هو خبز الحياه الذا ياتا الا لا يجوع والذا يومن با لا يعطش ابدا,فقال لهم يسوع انا هو خبز الحياه الذا ياتا الا لا يجوع والذا يومن با لا يعطش ابدا,80,80,80,80,80.0,100.0,100.0,100.0,100.0,80,0,0,0
1093,Mark 6:14,24490,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),وسمع هروذس الملك لان اسمه كان قد ظهر فقال ان يحنا المصبغ قام من الموتا فلذلك القوات تعمل به ⦿,وسمع هروذس الملك لان اسمه كان قد ظهر. فقال ان يحنا المُصبغ قام من الموتا. فلذلك القوات تعمل به.,وسمع هروذس الملك لان اسمه كان قد ظهر فقال ان يحنا المصبغ قام من الموتا فلذلك القوات تعمل به,وسمع هروذس الملك لان اسمه كان قد ظهر فقال ان يحنا المصبغ قام من الموتا فلذلك القوات تعمل به,91,91,91,91,91.0,100.0,100.0,100.0,100.0,91,0,0,0
1094,Mark 6:15,24491,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),اخرين قالوا انه هو يلياس ⦿ واخرين قالوا انه نبى كواحد من الانبيا ⦿,اخرين قالوا انه هو ايلياس. واخرين قالوا انه نبي كواحد من الانبيا.,اخرين قالوا انه هو يلياس واخرين قالوا انه نبا كواحد من الانبيا,اخرين قالوا انه هو ايلياس واخرين قالوا انه نبا كواحد من الانبيا,62,63,62,63,62.5,98.4126984126984,98.4126984126984,99.2,87.91175968595324,62,0,1,0
1095,Mark 6:16,24492,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فلما سمع هروذس قال يحنا الذى انا قطعت راسه هو قام من الموتا ⦿,فلما سمع هروذس قال يحنا الذي انا قطعت راسه هو قام من الموتا.,فلما سمع هروذس قال يحنا الذا انا قطعت راسه هو قام من الموتا,فلما سمع هروذس قال يحنا الذا انا قطعت راسه هو قام من الموتا,59,59,59,59,59.0,100.0,100.0,100.0,100.0,59,0,0,0
1096,Mark 6:17,24493,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),لان هروذس هو كان بعث فاخذ يحنا واوثقه فى الحبس منجل هروذياس مره فيلبس اخيه لانه تزوجها ⦿,لان هروذس هو كان بعث فاخذ يحنا واوثقه فى الحَبس منجل هروذياس مره فيلبس اخيه. لانه تزوجها.,لان هروذس هو كان بعث فاخذ يحنا واوثقه فا الحبس منجل هروذياس مره فيلبس اخيه لانه تزوجها,لان هروذس هو كان بعث فاخذ يحنا واوثقه فا الحبس منجل هروذياس مره فيلبس اخيه لانه تزوجها,86,86,86,86,86.0,100.0,100.0,100.0,100.0,86,0,0,0
1097,Mark 6:18,24494,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),لان يحنا كان يقول لهروذس انه ليس يحل لك ان تتخذ مره اخيك,لان يحنا كان يقول لهروذس انه ليس يحِل لك ان تتخذ مره اخيك.,لان يحنا كان يقول لهروذس انه ليس يحل لك ان تتخذ مره اخيك,لان يحنا كان يقول لهروذس انه ليس يحل لك ان تتخذ مره اخيك,56,56,56,56,56.0,100.0,100.0,100.0,100.0,56,0,0,0
1098,Mark 6:19,24495,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),وان هروذياس حقدت عليه وكانت تريد قتله فلم تستطيع,وان هروذياس حِقدت عليه. وكانت تريد قتله ولم تستطيع.,وان هروذياس حقدت عليه وكانت تريد قتله فلم تستطيع,وان هروذياس حقدت عليه وكانت تريد قتله ولم تستطيع,48,48,48,48,48.0,97.91666666666666,97.91666666666666,97.91666666666666,98.6111111111111,47,1,0,0
1099,Mark 6:20,24496,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس وكان يحفظه ويسمع منه ويقبل كثير وكان باستلذاذ يسمع منه ⦿,لان هروذس كان يخاف يحَنا. لانه كان يعلم انه رجل صديق قديس. وكان يحفظه ويسمع منه ويقبل كثير وكان باستلذاذ يسمع منه.,لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس وكان يحفظه ويسمع منه ويقبل كثير وكان باستلذاذ يسمع منه,لان هروذس كان يخاف يحنا لانه كان يعلم انه رجل صديق قديس وكان يحفظه ويسمع منه ويقبل كثير وكان باستلذاذ يسمع منه,110,110,110,110,110.0,100.0,100.0,100.0,100.0,110,0,0,0
1100,Matthew 16:1,23742,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فتقدموا اليه الفريسين والصدوقين يجربوه ويسلوه ان يريهم علامه من السما.,فتقدموا اليه الفريسين والصدوقين[margin: والزنادقه] يجربوه ويسلوه ان يريهم علامه من السما.,فتقدموا اليه الفريسين والصدوقين يجربوه ويسلوه ان يريهم علامه من السما,فتقدموا اليه الفريسين والصدوقين يجربوه ويسلوه ان يريهم علامه من السما,69,69,69,69,69.0,100.0,100.0,100.0,100.0,69,0,0,0
1101,Matthew 16:2,23743,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),اجاب فقال لهم اذا كان بالعشى تقولون صحوا لان السما محماره,اجاب فقال لهم. اذا كان بالعشي تقولون صحوا لان السما مُحماره.,اجاب فقال لهم اذا كان بالعشا تقولون صحوا لان السما محماره,اجاب فقال لهم اذا كان بالعشا تقولون صحوا لان السما محماره,57,57,57,57,57.0,100.0,100.0,100.0,100.0,57,0,0,0
1102,Matthew 16:3,23744,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),وبالغداه اليوم شتا لان السماه؟ محماره كمده اما وجه السما فتحسنوا تقضوا واما علامات الزمان فليس تستطيعوا.,وبالغداه اليوم شتا لان السما محماره كمده. اما وجه السما فتحسنوا تقضوا واما علامات الزمان فليس تستطيعوا.,وبالغداه اليوم شتا لان السماه محماره كمده اما وجه السما فتحسنوا تقضوا واما علامات الزمان فليس تستطيعوا,وبالغداه اليوم شتا لان السما محماره كمده اما وجه السما فتحسنوا تقضوا واما علامات الزمان فليس تستطيعوا,102,101,101,102,101.5,99.01960784313727,99.01960784313727,99.50738916256158,96.37287258137577,101,0,1,0
1103,Matthew 16:4,23745,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),ان الجيل السو الفاسق يطلب علامه وليس يعطا الا علامه يوناس النبى. فتركهم وذهب.,ان الجيل السو الفاسق يطلب علامه وليس يعطا الا علامه يوناس النبي. فتركهم وذهب.,ان الجيل السو الفاسق يطلب علامه وليس يعطا الا علامه يوناس النبا فتركهم وذهب,ان الجيل السو الفاسق يطلب علامه وليس يعطا الا علامه يوناس النبا فتركهم وذهب,75,75,75,75,75.0,100.0,100.0,100.0,100.0,75,0,0,0
1104,Luke 15:11,25668,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),وانه قال انسان كان له ابنين اثنين,وانه قال انسان كان له ابنين اثنين.,وانه قال انسان كان له ابنين اثنين,وانه قال انسان كان له ابنين اثنين,33,33,33,33,33.0,100.0,100.0,100.0,100.0,33,0,0,0
1105,Luke 15:12,25669,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فقال الشاب منهم للاب يابتاه اعطينى ما يصير لي من قسم الغنا فقسم لهم العمر,فقال الشاب منهم للاب يابتاه اعطيني ما يصير لي من قسم الغنا. فقسمه لهم.,فقال الشاب منهم للاب يابتاه اعطينا ما يصير لا من قسم الغنا فقسم لهم العمر,فقال الشاب منهم للاب يابتاه اعطينا ما يصير لا من قسم الغنا فقسمه لهم,73,68,68,73,70.5,91.78082191780823,91.78082191780823,95.0354609929078,96.02380923745496,67,0,2,5
1106,Luke 15:13,25670,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),وبعد ايام قليله جمع كل شى الابن الشاب وسافر الى بلده بعيده وهناك بذر ماله عايش شاطرا ⦿,ومن بعد ايام قليله جمع كل شي الابن الشاب وسافر الي بلده بعيده وهناك بذر ماله عايش شاطرا.,وبعد ايام قليله جمع كل شا الابن الشاب وسافر الا بلده بعيده وهناك بذر ماله عايش شاطرا,ومن بعد ايام قليله جمع كل شا الابن الشاب وسافر الا بلده بعيده وهناك بذر ماله عايش شاطرا,84,87,84,87,85.5,96.55172413793103,96.55172413793103,98.24561403508771,83.37438423645321,84,0,1,2
1107,Luke 15:14,25671,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فلما ان انفق كل ما كان له صار جوع شديد فى تلك البلده وبدا ينتقص,فلما انفق كلما كان له صار جوع شديد في تلك البلاد وبدا ينتقص.,فلما ان انفق كل ما كان له صار جوع شديد فا تلك البلده وبدا ينتقص,فلما انفق كلما كان له صار جوع شديد فا تلك البلاد وبدا ينتقص,63,59,59,63,61.0,90.47619047619048,90.47619047619048,95.08196721311475,84.6067617254058,57,2,2,2
1108,Luke 15:15,25672,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فذهب والتزق بمدينى واحد من تلك البلده وارسله الى حقوله يرعا خنازير ⦿,فذهب والتزق بمديني واحد من تلك البلده. وارسله الي حقوله يرعا خنازير.,فذهب والتزق بمدينا واحد من تلك البلده وارسله الا حقوله يرعا خنازير,فذهب والتزق بمدينا واحد من تلك البلده وارسله الا حقوله يرعا خنازير,66,66,66,66,66.0,100.0,100.0,100.0,100.0,66,0,0,0
1109,Luke 15:16,25673,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),وكان يشتهى يملا بطنه من الخروب التى كانت تاكل الخنازير ولم يكون احد يعطيه ⦿,وكان يشتهي يملا بطنه من الخروب التي كانت تاكل الخنازير. ولم يكون احد يعطيه.,وكان يشتها يملا بطنه من الخروب التا كانت تاكل الخنازير ولم يكون احد يعطيه,وكان يشتها يملا بطنه من الخروب التا كانت تاكل الخنازير ولم يكون احد يعطيه,73,73,73,73,73.0,100.0,100.0,100.0,100.0,73,0,0,0
1110,Luke 15:17,25674,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فاقبل على نفسه وقال كيف اجرا ابى يفضلون الخبز وانا هاهنا اهلك جوعا,فاقبل علي نفسه وقال كيف اجرا ابي يفضلون الخبز وانا هاهنا اهلك جوعا.,فاقبل علا نفسه وقال كيف اجرا ابا يفضلون الخبز وانا هاهنا اهلك جوعا,فاقبل علا نفسه وقال كيف اجرا ابا يفضلون الخبز وانا هاهنا اهلك جوعا,66,66,66,66,66.0,100.0,100.0,100.0,100.0,66,0,0,0
1111,Luke 15:18,25675,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),اقوم وانصرف الي ابى واقول له يابتاه قد اخطيت فى السما وقدامك,اقوم وانصرف الي ابي واقول له يابتاه قد اخطيت في السما وقدامك.,اقوم وانصرف الا ابا واقول له يابتاه قد اخطيت فا السما وقدامك,اقوم وانصرف الا ابا واقول له يابتاه قد اخطيت فا السما وقدامك,60,60,60,60,60.0,100.0,100.0,100.0,100.0,60,0,0,0
1112,Luke 15:19,25676,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),ولست باهل ان ادعا لك ابنا اصنعنى كواحد من اجراك ⦿,ولست باهل ان ادعا لك ابنا. اصنعني كواحد من اجراك.,ولست باهل ان ادعا لك ابنا اصنعنا كواحد من اجراك,ولست باهل ان ادعا لك ابنا اصنعنا كواحد من اجراك,47,47,47,47,47.0,100.0,100.0,100.0,100.0,47,0,0,0
1113,Luke 15:20,25677,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فقام وجا الى ابوه ⦿ فبين ان هو بعيد ابصره ابوه فتحنن عليه واحضر وسقط على عنقه وقبله ⦿,فقام وجا الي ابوه. فبين ان هو بعيد ابصره ابوه. فتحنن عليه واحضر وسقط علي عنقه وقبله.,فقام وجا الا ابوه فبين ان هو بعيد ابصره ابوه فتحنن عليه واحضر وسقط علا عنقه وقبله,فقام وجا الا ابوه فبين ان هو بعيد ابصره ابوه فتحنن عليه واحضر وسقط علا عنقه وقبله,81,81,81,81,81.0,100.0,100.0,100.0,100.0,81,0,0,0
1114,Mark 13:5,24791,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم احد,اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم[perhaps originally يطغكم] احدا.,اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم احد,اجاب يسوع وبدا يقول لهم انظروا ان لا يطغيكم احدا,47,48,47,48,47.5,97.91666666666666,97.91666666666666,98.94736842105263,99.30555555555554,47,0,1,0
1115,Mark 13:6,24792,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),لان كثير ياتون على اسمى قايلين انى انا هو فيطغون كثير ⦿,لان كثيرين ياتون علي اسمي قايلين اني انا هو فيطغون كثير.,لان كثير ياتون علا اسما قايلين انا انا هو فيطغون كثير,لان كثيرين ياتون علا اسما قايلين انا انا هو فيطغون كثير,53,55,53,55,54.0,96.36363636363636,96.36363636363636,98.14814814814815,85.26586620926246,53,0,1,1
1116,Mark 13:7,24793,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فاذا سمعتم بحروب واخبار حروب فلا ترهبوا لان ذلك ينبغى ان يكون ولاكن ليس هو الانقضا ⦿,فاذا سمعتم بحروب واخبار حروب فلا تهربوا. لان ذلك ينبغي ان يكون. ولاكن ليس هو الانقضا,فاذا سمعتم بحروب واخبار حروب فلا ترهبوا لان ذلك ينبغا ان يكون ولاكن ليس هو الانقضا,فاذا سمعتم بحروب واخبار حروب فلا تهربوا لان ذلك ينبغا ان يكون ولاكن ليس هو الانقضا,82,82,82,82,82.0,97.5609756097561,98.78048780487805,98.78048780487805,99.59349593495935,80,2,0,0
1117,Mark 13:8,24794,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),تقوم امه على امه وملك على ملك ويكون زلازل فى اماكن اماكن ويكون جوع واسجاس وهذا كله ابتدا التمخض ⦿,تقوم امه علي امه. وملك علي ملك. ويكون زلازل فى اماكن اماكن. ويكون جوع واسجاس. وهذا كله ابتدا التمخيض.,تقوم امه علا امه وملك علا ملك ويكون زلازل فا اماكن اماكن ويكون جوع واسجاس وهذا كله ابتدا التمخض,تقوم امه علا امه وملك علا ملك ويكون زلازل فا اماكن اماكن ويكون جوع واسجاس وهذا كله ابتدا التمخيض,95,96,95,96,95.5,98.95833333333334,98.95833333333334,99.47643979057592,99.65277777777779,95,0,1,0
1118,Mark 13:9,24795,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),انظروا انتم لانفسكم انهم يسلموكم للشيع وفى المجامع تظربوا وتقفوا بين يدي قواد وملوك منجلى شهاده لهم ⦿,انظروا انتم لانفسكم انهم يسلموكم للشيع. وفى المجامع تضربوا. وتقفوا بين يدي قواد وملوك منجلي شهاده لهم.,انظروا انتم لانفسكم انهم يسلموكم للشيع وفا المجامع تظربوا وتقفوا بين يدا قواد وملوك منجلا شهاده لهم,انظروا انتم لانفسكم انهم يسلموكم للشيع وفا المجامع تضربوا وتقفوا بين يدا قواد وملوك منجلا شهاده لهم,99,99,99,99,99.0,98.98989898989899,98.98989898989899,98.98989898989899,99.32659932659934,98,1,0,0
1119,Mark 13:10,24796,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),وفي جميع الامم اولا ينبغى يكرز الانجيل ⦿,وفى جميع الامم اولا ينبغي يكرز الانجيل.,وفا جميع الامم اولا ينبغا يكرز الانجيل,وفا جميع الامم اولا ينبغا يكرز الانجيل,38,38,38,38,38.0,100.0,100.0,100.0,100.0,38,0,0,0
1120,Mark 13:11,24797,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فاذا اتوا بكم ليسلموكم فلا تبدوا تهتموا ما تتكلموا وما تتلون ولاكن الذي اعطيكم فى تلك الساعه اياه تكلموا لانكم ليس انتم المتكلمين ولكن روح القدس ⦿,فاذا اتوا بكم ليسلموكم فلا تبدوا تهتموا. ما تتكلموا او ما تتلون. ولكن الذي اعطيكم فى تلك الساعه اياه تكلموا. لانكم ليس انتم المتكلمين. ولكن روح القُدس,فاذا اتوا بكم ليسلموكم فلا تبدوا تهتموا ما تتكلموا وما تتلون ولاكن الذا اعطيكم فا تلك الساعه اياه تكلموا لانكم ليس انتم المتكلمين ولكن روح القدس,فاذا اتوا بكم ليسلموكم فلا تبدوا تهتموا ما تتكلموا او ما تتلون ولكن الذا اعطيكم فا تلك الساعه اياه تكلموا لانكم ليس انتم المتكلمين ولكن روح القدس,144,145,144,145,144.5,97.93103448275862,97.93103448275862,98.96193771626297,89.58492975734357,143,0,3,0
1121,Matthew 7:15,23400,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),احذروا من الانبيا الكذابين الذين[page turn] الذين[crossed out] ياتونكم بلباس خرفان وهم من داخل ذياب خطافه.,احذروا من الانبيا الكذابين الذين ياتونكم بلباس خرفان وهم من داخل ذياب خاطفه.,احذروا من الانبيا الكذابين الذين الذين ياتونكم بلباس خرفان وهم من داخل ذياب خطافه,احذروا من الانبيا الكذابين الذين ياتونكم بلباس خرفان وهم من داخل ذياب خاطفه,81,75,75,81,78.0,90.12345679012346,91.35802469135803,94.87179487179486,89.97530864197532,73,2,1,5
1122,Matthew 7:16,23401,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فاعرفوهم من ثمراتهم. هل تجمعوا من الشوك عنب او من حسك تين.,فاعرفوهم من ثمراتهم. هل تجمعوا من الشوك عنب. او من حسك تين.,فاعرفوهم من ثمراتهم هل تجمعوا من الشوك عنب او من حسك تين,فاعرفوهم من ثمراتهم هل تجمعوا من الشوك عنب او من حسك تين,56,56,56,56,56.0,100.0,100.0,100.0,100.0,56,0,0,0
1123,Matthew 7:17,23402,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),هاكذا كل شجره صالحه تصنع ثمره طيبه والشجره الشريره تصنع ثمره شريره.,هكذا كل شجره صالحه تصنع ثمره طيبه. والشجره الشريره تصنع ثمره شريره.,هاكذا كل شجره صالحه تصنع ثمره طيبه والشجره الشريره تصنع ثمره شريره,هكذا كل شجره صالحه تصنع ثمره طيبه والشجره الشريره تصنع ثمره شريره,66,65,65,66,65.5,98.48484848484848,98.48484848484848,99.23664122137404,88.72571872571872,65,0,1,0
1124,Matthew 7:18,23403,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),ليس تستطيع شجره صالحه تصنع ثمار سو ولا شجره سو تصنع ثمره صالحه.,ليس تستطيع شجره صالحه تصنع ثمار سو. ولا شجره سو تصنع ثمره صالحه.,ليس تستطيع شجره صالحه تصنع ثمار سو ولا شجره سو تصنع ثمره صالحه,ليس تستطيع شجره صالحه تصنع ثمار سو ولا شجره سو تصنع ثمره صالحه,62,62,62,62,62.0,100.0,100.0,100.0,100.0,62,0,0,0
1125,Matthew 7:19,23404,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),كل شجره لا تصنع ثمار طيبه فانها تقطع وفى النار تلقا,كل شجره لا تصنع ثمار طيبه فانها تقطع وفى النار تلقا.,كل شجره لا تصنع ثمار طيبه فانها تقطع وفا النار تلقا,كل شجره لا تصنع ثمار طيبه فانها تقطع وفا النار تلقا,51,51,51,51,51.0,100.0,100.0,100.0,100.0,51,0,0,0
1126,Matthew 7:20,23405,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),من ثمارهم تعرفوهم.,من ثمارهم تعرفونهم.,من ثمارهم تعرفوهم,من ثمارهم تعرفونهم,17,18,17,18,17.5,94.44444444444444,94.44444444444444,97.14285714285714,98.14814814814815,17,0,1,0
1127,Luke 8:9,25323,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),فسالوه تلاميذه ما هذا المثل ⦿,فسالوه تلاميذه قايلين ما هذا المثل,فسالوه تلاميذه ما هذا المثل,فسالوه تلاميذه قايلين ما هذا المثل,27,34,27,34,30.5,79.41176470588235,79.41176470588235,88.52459016393442,86.34713144517066,27,0,1,6
1128,Luke 8:10,25324,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),وانه قال لكم اعطى علم سراير ملك الله فاما للبقيه فبامثال ⦿ لكى يبصروا ولا يبصروا ويسمعوا ولا يسمعوا ولا يفهموا,وانه قال لكم اعطي علم سراير مُلك الله. فاما للبقية فابمثال{فبامثال}. لكي يبصروا ولا يبصروا. ويسمعوا ولا يسمعوا ولا يفهموا.,وانه قال لكم اعطا علم سراير ملك الله فاما للبقيه فبامثال لكا يبصروا ولا يبصروا ويسمعوا ولا يسمعوا ولا يفهموا,وانه قال لكم اعطا علم سراير ملك الله فاما للبقيه فابمثال لكا يبصروا ولا يبصروا ويسمعوا ولا يسمعوا ولا يفهموا,108,108,108,108,108.0,98.14814814814815,99.07407407407408,99.07407407407408,99.69135802469137,106,2,0,0
1129,Luke 8:11,25325,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),هذا هو المثل ان الزرع هو كلمه الله,هذا هو المثل. ان الزرع هو كلمة الله.,هذا هو المثل ان الزرع هو كلمه الله,هذا هو المثل ان الزرع هو كلمه الله,34,34,34,34,34.0,100.0,100.0,100.0,100.0,34,0,0,0
1130,Luke 8:12,25326,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),والذى على الطريق هم الذين يسمعون الكلمه فياتي الشيطان وياخذ الكلمه من قلوبهم لكى لا يومنوا فيخلصوا ⦿,والذي علي الطريق هم الذين يسمعون الكلمة فياتي الشيطان وياخذ الكلمة من قلوبهم. لكي لا يومنوا فيخلصوا.,والذا علا الطريق هم الذين يسمعون الكلمه فياتا الشيطان وياخذ الكلمه من قلوبهم لكا لا يومنوا فيخلصوا,والذا علا الطريق هم الذين يسمعون الكلمه فياتا الشيطان وياخذ الكلمه من قلوبهم لكا لا يومنوا فيخلصوا,98,98,98,98,98.0,100.0,100.0,100.0,100.0,98,0,0,0
1131,Luke 8:13,25327,A,A,Sinai ar. 97 (A),Sinai ar. NF Parch. 7 (A),واما الذى على الصخر فهم الذين اذا سمعوا يقبلوا الكلمه بفرح وليس لهولاى اصل الذين انما يومنوا الى زمن وفى زمن البلايا يتنحوا ⦿,واما الذي علي الصخر فهم الذين اذا سمعوا يقبلوا الكلمه بفرح. وليس لهولاي اصل. الذين انما يومنوا الي زمن. وفى زمن البلايا يتنحِوا.,واما الذا علا الصخر فهم الذين اذا سمعوا يقبلوا الكلمه بفرح وليس لهولاا اصل الذين انما يومنوا الا زمن وفا زمن البلايا يتنحوا,واما الذا علا الصخر فهم الذين اذا سمعوا يقبلوا الكلمه بفرح وليس لهولاا اصل الذين انما يومنوا الا زمن وفا زمن البلايا يتنحوا,123,123,123,123,123.0,100.0,100.0,100.0,100.0,123,0,0,0
